team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WSH,2023,WSH,WSH,Team Level,all,82,0.47,0.47,0.46,299481.0,2328.04,236.54,160.18,577.5,81.97,1253.74,909.08,222.18,235.95,221.64,2172.0,1047.0,1353.0,4572.0,216.0,294.0,32.0,382.0,17.0,1151.0,1159.0,1956.0,3003.0,259.0,560.0,2126.0,1879.0,628.0,700.0,2347.0,620.0,252.0,67.49,77.93,91.12,76.0,76.0,64.0,4542.9,3219.0,3206.46,399.0,35.83,62.89,62.98,209.38,208.9,201.65,2693.13,262.5,180.55,658.43,91.11,1455.01,1066.4,249.16,264.12,250.73,2503.0,1211.0,1542.0,5256.0,252.0,251.0,24.0,521.0,9.0,1305.0,1376.0,2251.0,3462.0,259.0,560.0,2431.0,1855.0,683.0,652.0,2774.0,639.0,301.0,78.45,80.82,103.23,93.0,96.0,63.0,5300.84,3714.0,3738.96,364.0,40.23,52.24,52.27,250.45,251.92,243.87
WSH,2023,WSH,WSH,Team Level,5on5,82,0.47,0.47,0.46,246250.0,1820.27,159.46,118.6,466.65,63.77,982.45,733.06,151.84,158.88,151.31,1689.0,835.0,1123.0,3647.0,143.0,216.0,24.0,310.0,12.0,920.0,923.0,1546.0,2381.0,231.0,504.0,1632.0,1765.0,544.0,611.0,1889.0,477.0,158.0,53.77,60.05,45.64,60.0,58.0,25.0,3617.9,2524.0,2511.46,358.0,24.69,43.06,43.58,140.56,140.08,137.12,2119.94,176.72,134.19,539.58,71.33,1139.55,862.62,171.02,178.34,172.61,1961.0,963.0,1243.0,4167.0,175.0,191.0,21.0,434.0,5.0,1010.0,1109.0,1786.0,2749.0,235.0,508.0,1902.0,1752.0,567.0,560.0,2256.0,479.0,189.0,63.23,61.42,52.07,76.0,75.0,24.0,4211.84,2924.0,2948.96,318.0,27.8,39.5,39.54,164.99,166.45,163.69
WSH,2023,WSH,WSH,Team Level,4on5,82,0.07,0.08,0.11,22307.0,44.13,3.5,2.36,7.19,1.61,15.6,31.74,3.48,3.5,3.48,49.0,13.0,4.0,66.0,3.0,4.0,1.0,4.0,0.0,8.0,43.0,46.0,59.0,10.0,20.0,153.0,40.0,44.0,29.0,45.0,13.0,4.0,1.01,1.53,0.96,1.0,1.0,1.0,66.0,62.0,62.0,28.0,0.54,0.49,0.18,3.85,3.85,3.84,368.81,49.79,32.72,81.74,12.61,216.88,114.27,44.67,49.79,44.67,345.0,163.0,204.0,712.0,49.0,44.0,2.0,58.0,1.0,195.0,161.0,296.0,459.0,12.0,24.0,221.0,24.0,22.0,41.0,354.0,87.0,67.0,9.64,10.55,29.6,8.0,13.0,28.0,712.0,508.0,508.0,7.0,8.69,9.0,9.0,49.48,49.48,46.28
WSH,2023,WSH,WSH,Team Level,5on4,82,0.9,0.87,0.85,22290.0,332.27,43.07,30.14,78.27,11.86,188.68,99.98,39.85,43.07,39.85,317.0,135.0,176.0,628.0,43.0,56.0,4.0,52.0,3.0,159.0,139.0,274.0,409.0,16.0,32.0,221.0,40.0,16.0,47.0,317.0,88.0,47.0,8.99,11.28,22.79,10.0,14.0,19.0,628.0,452.0,452.0,8.0,7.93,12.8,12.67,38.33,38.33,36.63,58.26,5.06,3.12,9.29,2.01,20.02,40.51,4.98,5.06,4.98,62.0,18.0,16.0,96.0,4.0,3.0,0.0,5.0,0.0,16.0,52.0,58.0,76.0,5.0,10.0,192.0,53.0,55.0,35.0,56.0,19.0,5.0,1.47,2.4,1.18,2.0,2.0,0.0,96.0,80.0,80.0,32.0,0.71,0.37,0.37,5.39,5.39,5.32
ANA,2023,ANA,ANA,Team Level,other,82,0.43,0.47,0.48,13719.0,171.06,32.4,12.55,32.32,5.79,94.13,54.8,29.51,32.4,29.51,157.0,75.0,74.0,306.0,28.0,22.0,4.0,23.0,2.0,93.0,64.0,129.0,204.0,7.0,14.0,121.0,42.0,20.0,25.0,133.0,51.0,48.0,5.52,6.15,20.73,6.0,8.0,14.0,306.0,232.0,232.0,10.0,3.57,6.67,6.51,29.46,29.46,27.69,188.44,43.67,13.28,35.64,6.68,95.97,60.76,38.58,43.67,38.58,174.0,82.0,89.0,345.0,31.0,27.0,4.0,35.0,3.0,95.0,65.0,143.0,225.0,5.0,10.0,170.0,43.0,29.0,34.0,131.0,60.0,65.0,5.23,7.34,31.1,6.0,7.0,18.0,345.0,256.0,256.0,13.0,3.85,9.2,9.2,38.32,38.32,35.07
ANA,2023,ANA,ANA,Team Level,all,82,0.44,0.45,0.45,297099.0,2296.39,219.06,149.97,548.91,77.22,1234.67,926.17,208.71,217.74,207.45,2194.0,962.0,1175.0,4331.0,203.0,209.0,28.0,466.0,9.0,1083.0,1186.0,1991.0,2953.0,407.0,914.0,2115.0,1914.0,502.0,579.0,2364.0,535.0,257.0,66.37,66.66,86.03,70.0,60.0,73.0,4269.29,3156.0,3118.32,285.0,33.42,47.49,47.49,204.98,203.72,198.0,2799.24,281.69,193.7,664.79,94.3,1533.29,1089.3,266.21,284.82,269.24,2666.0,1192.0,1452.0,5310.0,293.0,281.0,40.0,541.0,12.0,1402.0,1329.0,2373.0,3565.0,325.0,741.0,2419.0,1588.0,526.0,657.0,2808.0,759.0,291.0,81.13,94.93,105.63,98.0,112.0,83.0,5412.35,3858.0,3921.8,306.0,43.73,60.45,60.45,264.92,267.83,258.66
ANA,2023,ANA,ANA,Team Level,5on5,82,0.47,0.46,0.46,232464.0,1764.91,144.61,108.54,442.59,59.43,939.86,727.97,139.07,143.3,137.81,1667.0,756.0,921.0,3344.0,127.0,162.0,19.0,366.0,6.0,808.0,954.0,1540.0,2296.0,363.0,816.0,1549.0,1781.0,417.0,477.0,1879.0,394.0,150.0,51.52,50.07,43.03,56.0,44.0,27.0,3282.29,2423.0,2385.32,231.0,22.49,36.6,36.93,130.16,128.91,126.52,2018.11,164.61,130.51,505.15,67.64,1095.75,826.41,158.61,167.73,161.63,1920.0,871.0,1074.0,3865.0,174.0,189.0,24.0,397.0,7.0,1010.0,1014.0,1746.0,2617.0,288.0,661.0,1752.0,1455.0,427.0,530.0,2134.0,513.0,144.0,60.97,64.58,39.07,71.0,78.0,25.0,3967.35,2791.0,2854.8,267.0,27.08,36.11,36.45,155.18,158.1,155.13
ANA,2023,ANA,ANA,Team Level,4on5,82,0.09,0.1,0.11,29061.0,72.36,6.79,3.6,11.12,2.31,22.93,50.25,6.67,6.79,6.67,81.0,16.0,16.0,113.0,10.0,4.0,1.0,7.0,0.0,19.0,57.0,71.0,87.0,10.0,25.0,254.0,68.0,53.0,37.0,73.0,11.0,13.0,1.9,1.27,3.62,4.0,2.0,4.0,113.0,97.0,97.0,35.0,0.84,0.65,0.65,6.98,6.98,6.89,543.51,67.67,47.29,117.1,18.44,326.74,169.76,63.35,67.67,63.35,519.0,228.0,276.0,1023.0,84.0,62.0,12.0,107.0,2.0,282.0,210.0,435.0,663.0,20.0,43.0,300.0,29.0,21.0,70.0,505.0,168.0,74.0,13.84,20.57,33.25,19.0,27.0,38.0,1023.0,747.0,747.0,4.0,12.19,14.48,14.14,65.72,65.72,62.78
ANA,2023,ANA,ANA,Team Level,5on4,82,0.86,0.88,0.86,21855.0,288.07,35.26,25.27,62.87,9.69,177.76,93.14,33.45,35.26,33.45,289.0,115.0,164.0,568.0,38.0,21.0,4.0,70.0,1.0,163.0,111.0,251.0,366.0,27.0,59.0,191.0,23.0,12.0,40.0,279.0,79.0,46.0,7.43,9.18,18.65,4.0,6.0,28.0,568.0,404.0,404.0,9.0,6.53,3.58,3.42,38.37,38.37,36.9,49.18,5.76,2.61,6.9,1.53,14.83,32.37,5.68,5.76,5.68,53.0,11.0,13.0,77.0,4.0,3.0,0.0,2.0,0.0,15.0,40.0,49.0,60.0,12.0,27.0,197.0,61.0,49.0,23.0,38.0,18.0,8.0,1.09,2.45,2.22,2.0,0.0,2.0,77.0,64.0,64.0,22.0,0.59,0.66,0.66,5.69,5.69,5.67
BUF,2023,BUF,BUF,Team Level,other,82,0.52,0.56,0.56,10944.0,171.3,39.57,12.22,30.45,5.73,91.87,55.16,36.55,39.57,36.55,158.0,77.0,84.0,319.0,29.0,12.0,1.0,25.0,3.0,104.0,62.0,129.0,206.0,2.0,4.0,100.0,49.0,22.0,20.0,131.0,49.0,55.0,4.99,5.8,28.78,7.0,2.0,20.0,319.0,235.0,235.0,5.0,3.6,3.89,3.89,39.27,39.27,36.72,132.93,37.04,9.5,22.17,4.52,71.42,42.36,32.68,37.04,32.68,120.0,67.0,63.0,250.0,28.0,13.0,1.0,11.0,3.0,71.0,61.0,92.0,159.0,6.0,12.0,141.0,32.0,21.0,22.0,91.0,33.0,63.0,3.86,4.31,28.87,4.0,6.0,18.0,250.0,187.0,187.0,10.0,2.71,4.88,4.88,34.87,34.87,31.36
BUF,2023,BUF,BUF,Team Level,all,82,0.48,0.5,0.5,297505.0,2609.81,249.63,175.74,619.0,86.49,1419.81,1040.34,239.81,249.11,239.32,2535.0,1056.0,1335.0,4926.0,244.0,237.0,31.0,507.0,14.0,1300.0,1289.0,2291.0,3347.0,289.0,641.0,2054.0,1786.0,542.0,491.0,2688.0,641.0,262.0,80.1,78.14,91.38,112.0,72.0,60.0,4895.03,3591.0,3571.78,247.0,38.89,49.68,49.68,238.83,238.28,232.17,2601.98,268.49,181.43,622.78,87.32,1399.92,997.07,253.99,270.95,256.32,2402.0,1155.0,1294.0,4851.0,243.0,295.0,28.0,475.0,9.0,1241.0,1294.0,2159.0,3314.0,275.0,601.0,2508.0,2077.0,566.0,554.0,2545.0,699.0,313.0,74.45,88.7,105.33,89.0,76.0,78.0,4903.35,3557.0,3590.7,263.0,40.47,60.28,60.28,248.67,250.67,241.85
BUF,2023,BUF,BUF,Team Level,5on5,82,0.48,0.51,0.51,242845.0,2051.68,168.58,133.19,508.3,68.48,1112.69,836.76,163.53,168.07,163.04,1977.0,851.0,1096.0,3924.0,175.0,190.0,27.0,410.0,7.0,1003.0,1043.0,1802.0,2653.0,265.0,582.0,1600.0,1606.0,436.0,414.0,2183.0,478.0,167.0,63.76,58.74,46.08,92.0,59.0,24.0,3893.03,2828.0,2808.78,219.0,27.57,38.51,39.33,156.82,156.28,153.97,2023.19,181.85,132.84,505.68,67.75,1077.4,796.47,174.39,184.31,176.72,1844.0,918.0,1059.0,3821.0,159.0,234.0,21.0,391.0,4.0,949.0,1025.0,1685.0,2603.0,244.0,528.0,1907.0,1951.0,489.0,465.0,2020.0,555.0,187.0,58.52,71.15,52.18,71.0,56.0,32.0,3873.35,2762.0,2795.7,233.0,27.67,45.57,45.57,163.95,165.95,162.78
BUF,2023,BUF,BUF,Team Level,4on5,82,0.12,0.13,0.14,22731.0,62.6,5.67,3.33,9.61,1.89,20.02,42.48,5.57,5.67,5.57,71.0,12.0,19.0,102.0,6.0,5.0,0.0,8.0,0.0,19.0,45.0,65.0,77.0,10.0,29.0,167.0,109.0,62.0,16.0,58.0,19.0,6.0,1.99,2.27,1.4,3.0,3.0,0.0,102.0,83.0,83.0,15.0,0.75,1.03,1.03,5.4,5.4,5.36,383.74,43.02,35.45,85.16,12.95,230.5,116.94,40.45,43.02,40.45,376.0,148.0,165.0,689.0,47.0,45.0,6.0,70.0,1.0,208.0,153.0,329.0,477.0,17.0,43.0,260.0,33.0,15.0,54.0,380.0,90.0,54.0,10.56,10.52,21.94,12.0,9.0,26.0,689.0,524.0,524.0,9.0,9.27,9.0,9.0,43.29,43.29,41.17
BUF,2023,BUF,BUF,Team Level,5on4,82,0.84,0.86,0.84,20985.0,324.23,35.8,27.0,70.65,10.39,195.21,105.95,34.15,35.8,34.15,329.0,116.0,136.0,581.0,34.0,30.0,3.0,64.0,4.0,174.0,139.0,295.0,411.0,12.0,26.0,187.0,22.0,22.0,41.0,316.0,95.0,34.0,9.37,11.31,15.12,10.0,8.0,16.0,581.0,445.0,445.0,8.0,6.96,6.25,5.43,37.34,37.34,36.12,62.12,6.58,3.65,9.79,2.1,20.6,41.3,6.48,6.58,6.48,62.0,22.0,7.0,91.0,9.0,3.0,0.0,3.0,1.0,13.0,55.0,53.0,75.0,8.0,18.0,200.0,61.0,41.0,13.0,54.0,21.0,9.0,1.51,2.72,2.34,2.0,5.0,2.0,91.0,84.0,84.0,11.0,0.82,0.83,0.83,6.57,6.57,6.54
STL,2023,STL,STL,Team Level,other,82,0.55,0.56,0.57,10616.0,167.49,44.05,11.41,29.16,5.74,89.18,54.45,39.65,44.05,39.65,149.0,85.0,71.0,305.0,30.0,19.0,2.0,37.0,3.0,84.0,61.0,119.0,204.0,4.0,8.0,142.0,24.0,28.0,24.0,106.0,61.0,67.0,4.45,7.37,32.23,3.0,5.0,22.0,305.0,234.0,234.0,11.0,3.46,8.26,8.26,39.25,39.25,36.7,129.96,36.72,8.47,20.54,4.12,65.26,41.88,35.21,36.72,35.21,120.0,57.0,66.0,243.0,32.0,10.0,2.0,21.0,2.0,70.0,42.0,88.0,145.0,3.0,4.0,122.0,23.0,34.0,16.0,83.0,43.0,51.0,3.56,5.82,27.34,3.0,4.0,25.0,243.0,177.0,177.0,9.0,2.53,2.81,2.81,36.45,36.45,35.21
STL,2023,STL,STL,Team Level,all,82,0.47,0.47,0.47,298647.0,2449.8,238.92,163.65,584.77,81.86,1324.54,975.25,226.81,239.56,227.37,2370.0,999.0,1182.0,4551.0,234.0,228.0,26.0,511.0,10.0,1113.0,1273.0,2136.0,3135.0,251.0,550.0,2253.0,1653.0,726.0,621.0,2511.0,596.0,262.0,70.63,74.8,93.5,82.0,76.0,76.0,4544.72,3369.0,3371.47,348.0,36.86,51.45,51.52,224.27,224.75,218.56,2768.99,273.42,189.08,664.95,93.95,1493.91,1088.7,261.0,273.04,260.68,2637.0,1167.0,1346.0,5150.0,248.0,282.0,30.0,581.0,12.0,1318.0,1363.0,2389.0,3556.0,282.0,627.0,2262.0,1489.0,807.0,581.0,2753.0,763.0,288.0,76.14,95.38,101.9,77.0,92.0,79.0,5161.21,3804.0,3809.89,283.0,41.98,57.81,57.81,257.6,257.8,250.94
STL,2023,STL,STL,Team Level,5on5,82,0.44,0.45,0.46,243253.0,1859.26,149.75,116.34,466.14,61.87,999.02,761.88,144.28,150.38,144.84,1811.0,744.0,921.0,3476.0,151.0,173.0,18.0,396.0,6.0,827.0,1002.0,1660.0,2404.0,225.0,495.0,1697.0,1579.0,611.0,527.0,1977.0,438.0,140.0,54.46,55.56,39.73,67.0,58.0,26.0,3469.72,2555.0,2557.47,309.0,24.08,35.47,35.53,138.29,138.77,136.52,2216.42,188.3,143.64,555.85,75.64,1199.59,895.98,180.55,187.91,180.23,2124.0,935.0,1141.0,4200.0,167.0,228.0,20.0,494.0,10.0,1041.0,1119.0,1957.0,2892.0,254.0,572.0,1768.0,1370.0,660.0,504.0,2280.0,605.0,174.0,62.99,75.24,50.07,71.0,72.0,24.0,4211.21,3059.0,3064.89,251.0,29.88,46.34,46.34,171.83,172.03,168.89
STL,2023,STL,STL,Team Level,4on5,82,0.15,0.13,0.16,20942.0,67.15,7.03,3.58,10.34,2.2,22.3,45.55,6.93,7.03,6.93,71.0,20.0,4.0,95.0,11.0,3.0,0.0,7.0,0.0,12.0,58.0,60.0,80.0,4.0,8.0,177.0,35.0,64.0,29.0,60.0,22.0,9.0,1.62,2.81,2.59,3.0,4.0,4.0,95.0,91.0,91.0,27.0,0.82,0.61,0.61,7.23,7.23,7.2,357.22,41.2,33.59,78.69,12.16,209.42,108.94,38.23,41.2,38.23,327.0,157.0,132.0,616.0,44.0,41.0,7.0,63.0,0.0,195.0,141.0,283.0,440.0,10.0,20.0,195.0,19.0,23.0,39.0,336.0,95.0,53.0,7.97,11.63,21.59,3.0,15.0,26.0,616.0,484.0,484.0,4.0,8.79,7.74,7.74,42.27,42.27,39.88
STL,2023,STL,STL,Team Level,5on4,82,0.84,0.88,0.85,23836.0,355.91,38.1,32.32,79.12,12.06,214.04,113.37,35.95,38.1,35.95,339.0,150.0,186.0,675.0,42.0,33.0,6.0,71.0,1.0,190.0,152.0,297.0,447.0,18.0,39.0,237.0,15.0,23.0,41.0,368.0,75.0,46.0,10.08,9.07,18.95,9.0,9.0,24.0,675.0,489.0,489.0,1.0,8.51,7.11,7.11,39.5,39.5,38.13,65.39,7.2,3.38,9.88,2.02,19.63,41.91,7.0,7.2,7.0,66.0,18.0,7.0,91.0,5.0,3.0,1.0,3.0,0.0,12.0,61.0,61.0,79.0,15.0,31.0,177.0,77.0,90.0,22.0,54.0,20.0,10.0,1.61,2.69,2.9,0.0,1.0,4.0,91.0,84.0,84.0,19.0,0.78,0.91,0.91,7.07,7.07,6.96
PHI,2023,PHI,PHI,Team Level,other,82,0.43,0.47,0.48,11371.0,157.61,29.04,10.97,31.41,5.36,85.33,54.89,27.2,29.04,27.2,160.0,57.0,71.0,288.0,25.0,16.0,3.0,26.0,0.0,71.0,79.0,135.0,192.0,10.0,20.0,129.0,37.0,26.0,19.0,134.0,43.0,40.0,4.88,5.49,18.68,5.0,4.0,16.0,288.0,217.0,217.0,8.0,3.16,4.9,4.85,27.35,27.35,25.9,172.92,37.76,11.85,32.19,5.67,86.53,58.0,33.87,37.76,33.87,157.0,75.0,99.0,331.0,39.0,18.0,6.0,20.0,0.0,92.0,63.0,118.0,193.0,5.0,10.0,142.0,32.0,36.0,25.0,124.0,60.0,48.0,5.16,7.36,25.24,10.0,7.0,22.0,331.0,232.0,232.0,12.0,3.38,6.28,6.22,34.91,34.91,32.96
PHI,2023,PHI,PHI,Team Level,all,82,0.5,0.52,0.54,298612.0,2776.19,242.31,186.96,690.09,94.54,1509.15,1103.95,232.5,242.74,232.93,2708.0,1119.0,1425.0,5252.0,231.0,264.0,30.0,572.0,2.0,1305.0,1453.0,2477.0,3596.0,297.0,672.0,2321.0,2022.0,496.0,507.0,2942.0,624.0,261.0,79.76,78.21,84.34,95.0,78.0,58.0,5226.19,3827.0,3816.52,321.0,41.26,53.41,53.41,230.15,230.53,225.46,2384.73,238.06,160.64,579.79,80.95,1276.9,943.65,225.08,238.86,225.79,2225.0,1055.0,1637.0,4917.0,258.0,246.0,34.0,414.0,10.0,1155.0,1197.0,1967.0,3022.0,316.0,703.0,2351.0,1810.0,497.0,698.0,2430.0,580.0,270.0,67.41,74.05,96.6,106.0,81.0,71.0,4935.88,3280.0,3292.3,389.0,35.87,53.81,54.38,219.55,220.32,214.05
PHI,2023,PHI,PHI,Team Level,5on5,82,0.52,0.52,0.54,239293.0,2164.21,167.97,138.5,563.23,74.02,1169.7,866.59,162.17,168.4,162.6,2083.0,897.0,1129.0,4109.0,164.0,202.0,18.0,476.0,2.0,1009.0,1127.0,1919.0,2816.0,258.0,594.0,1797.0,1877.0,383.0,417.0,2335.0,486.0,159.0,61.28,61.02,45.68,76.0,62.0,26.0,4083.19,2980.0,2969.52,277.0,28.71,38.37,38.64,158.04,158.41,155.94,1839.33,155.6,117.83,468.43,62.35,984.88,740.89,149.9,156.4,150.62,1708.0,822.0,1323.0,3853.0,180.0,183.0,21.0,339.0,6.0,884.0,938.0,1528.0,2350.0,280.0,631.0,1816.0,1689.0,396.0,567.0,1922.0,446.0,162.0,52.45,57.58,45.57,85.0,68.0,27.0,3871.88,2530.0,2542.3,324.0,24.51,37.3,37.3,142.81,143.58,141.21
PHI,2023,PHI,PHI,Team Level,4on5,82,0.2,0.19,0.24,22749.0,98.12,9.71,5.14,14.93,3.05,31.37,67.8,9.59,9.71,9.59,112.0,20.0,12.0,144.0,16.0,5.0,2.0,6.0,0.0,26.0,79.0,96.0,116.0,8.0,16.0,175.0,74.0,61.0,36.0,95.0,22.0,15.0,2.94,2.86,3.9,6.0,6.0,4.0,144.0,132.0,132.0,33.0,1.18,1.26,1.31,9.57,9.57,9.53,305.07,38.59,27.28,68.89,10.67,182.85,96.72,35.27,38.59,35.27,280.0,145.0,207.0,632.0,35.0,41.0,7.0,51.0,4.0,164.0,130.0,245.0,390.0,22.0,44.0,217.0,24.0,19.0,64.0,312.0,62.0,51.0,7.67,7.5,23.41,9.0,5.0,21.0,632.0,425.0,425.0,12.0,7.13,9.45,10.08,35.64,35.64,33.72
PHI,2023,PHI,PHI,Team Level,5on4,82,0.85,0.88,0.84,25199.0,356.26,35.59,32.35,80.53,12.11,222.75,114.67,33.53,35.59,33.53,353.0,145.0,213.0,711.0,26.0,41.0,7.0,64.0,0.0,199.0,168.0,327.0,472.0,21.0,42.0,220.0,34.0,26.0,35.0,378.0,73.0,47.0,10.66,8.84,16.08,8.0,6.0,12.0,711.0,498.0,498.0,3.0,8.21,8.88,8.61,35.2,35.2,34.09,67.41,6.11,3.68,10.28,2.26,22.64,48.04,6.04,6.11,6.04,80.0,13.0,8.0,101.0,4.0,4.0,0.0,4.0,0.0,15.0,66.0,76.0,89.0,9.0,18.0,176.0,65.0,46.0,42.0,72.0,12.0,9.0,2.12,1.6,2.38,2.0,1.0,1.0,101.0,93.0,93.0,41.0,0.85,0.77,0.77,6.19,6.19,6.15
TOR,2023,TOR,TOR,Team Level,other,82,0.57,0.52,0.54,10389.0,206.42,45.4,15.57,37.26,6.91,107.02,62.84,36.21,45.4,36.21,186.0,89.0,79.0,354.0,41.0,29.0,2.0,32.0,3.0,100.0,70.0,145.0,234.0,6.0,12.0,150.0,34.0,22.0,30.0,137.0,65.0,73.0,5.6,8.11,31.68,12.0,9.0,20.0,354.0,275.0,275.0,11.0,4.61,10.91,10.91,39.11,39.11,33.36,169.53,33.92,11.92,31.7,5.89,89.49,57.09,31.4,33.92,31.4,162.0,68.0,92.0,322.0,34.0,14.0,1.0,34.0,0.0,84.0,64.0,128.0,196.0,8.0,16.0,130.0,41.0,35.0,29.0,125.0,59.0,46.0,5.32,7.06,21.54,7.0,9.0,18.0,322.0,230.0,230.0,14.0,3.46,5.06,5.06,32.31,32.31,30.51
TOR,2023,TOR,TOR,Team Level,all,82,0.52,0.51,0.51,299754.0,2802.52,291.39,193.64,674.1,94.01,1494.54,1063.33,269.9,293.1,271.56,2671.0,1140.0,1435.0,5246.0,298.0,279.0,21.0,521.0,14.0,1342.0,1357.0,2373.0,3513.0,300.0,673.0,2478.0,2276.0,625.0,787.0,2715.0,756.0,340.0,77.92,95.57,117.9,111.0,106.0,81.0,5301.85,3811.0,3844.49,428.0,43.62,62.88,62.88,272.13,273.83,260.8,2641.23,264.68,180.27,643.93,90.21,1423.62,1025.29,252.27,264.58,252.21,2446.0,1182.0,1447.0,5075.0,261.0,279.0,31.0,485.0,10.0,1330.0,1263.0,2185.0,3367.0,296.0,681.0,2159.0,2527.0,592.0,748.0,2669.0,637.0,322.0,76.03,78.34,110.3,95.0,85.0,81.0,5040.38,3628.0,3615.91,457.0,40.34,61.95,62.09,242.92,242.75,236.45
TOR,2023,TOR,TOR,Team Level,5on5,82,0.51,0.51,0.51,245453.0,2154.1,185.64,140.61,544.27,72.56,1153.2,846.71,177.89,187.36,179.55,2055.0,888.0,1159.0,4102.0,200.0,206.0,15.0,424.0,10.0,1020.0,1083.0,1855.0,2743.0,265.0,599.0,1914.0,2118.0,528.0,671.0,2192.0,563.0,188.0,61.52,71.81,52.31,86.0,80.0,34.0,4157.85,2943.0,2976.49,375.0,29.36,39.99,39.99,175.01,176.71,172.62,2027.65,177.4,133.02,520.02,69.6,1090.09,799.87,169.72,177.31,169.66,1854.0,936.0,1162.0,3952.0,170.0,225.0,26.0,366.0,7.0,1021.0,1001.0,1684.0,2620.0,260.0,601.0,1634.0,2355.0,468.0,641.0,2117.0,468.0,205.0,59.89,58.46,59.06,81.0,59.0,30.0,3917.37,2790.0,2777.91,412.0,27.72,47.41,47.68,157.44,157.26,154.42
TOR,2023,TOR,TOR,Team Level,4on5,82,0.13,0.12,0.15,22337.0,64.48,6.6,3.39,10.21,2.12,20.79,42.88,6.46,6.6,6.46,66.0,20.0,8.0,94.0,5.0,2.0,0.0,3.0,0.0,17.0,59.0,61.0,81.0,13.0,27.0,184.0,94.0,57.0,43.0,62.0,15.0,9.0,1.7,2.14,2.77,3.0,1.0,1.0,94.0,86.0,86.0,39.0,0.78,0.54,0.54,6.85,6.85,6.7,364.85,46.05,31.23,79.85,12.23,218.72,115.92,43.95,46.05,43.95,354.0,150.0,176.0,680.0,50.0,34.0,4.0,78.0,3.0,202.0,137.0,304.0,454.0,16.0,35.0,218.0,43.0,28.0,45.0,354.0,92.0,58.0,8.84,10.73,26.47,6.0,13.0,31.0,680.0,504.0,504.0,4.0,8.24,8.13,8.01,46.28,46.28,44.69
